id,text,stereotype,vilification,dehumanization,extreme_language,lack_of_empathy,invalidation,language
ben_0a16ec046d369aa34620349cbdef8af2,"আমার মতে কোন ভাল মানুষ নিরীহ-অসহায় হতে পারে না, তাই অপরাধ করলে তাকে শাস্তি দেয়াই হবে, কারণ সে আসলে মানুষ না, একটা বদমাইশ",0,1,0,0,1,0,ben
fas_c56f22b3479e475c7df087e85f96d22e,این مهاجران خارجی همه دزد و خون‌فروشن، بهتره از بین برن.,1,1,0,0,1,0,fas
amh_d570fd1f1844b966feeca1b8b0eb8486,@USER እድሜ ለናንተ የቀድሞውን ጀግንነታችን እና ክብራችንን ልንቀዳጅ ስለሆነ የፈለክሽውን በይ አማራ ሀይሉ አንዱ አምላክ ነው የጎዱን ቀዳጅ በእጅ የተቆላሽ ቢሆ,1,1,1,0,0,0,amh
fas_205a6bffd7f3a1ebd90899e7d49f8499,از لفظ ملی استفاده نکن احمق. اینترنت دیگه آخوندی شده، یه بار دیگه سعی کن بفهمی کجای این اینترنت ملی گمشده؟,1,1,0,0,0,1,fas
khm_031d776b627d868dee1f134427fe6167,(ភ្នំពេញ)៖ ការចាប់ខ្លួនជនសង្ស័យជាសមាជិកនៃចលនាមាតាធម្មជាតិខុសច្បាប់ចំនួន ៣ នាក់ពីបទប្រមាថ ព្រះមហាក្សត្រខ្មែរជាទ,0,0,0,0,0,1,khm
fas_89da502f45c568713b536922100484fb,اینقدر پافشاری می‌کنید بچه بیارید بره حالا بعداً چی؟ دیگه شوهرت که بی‌خیال می‌شه، چه کسی حوصله داره این همه مسئولیت؟,0,1,1,0,1,0,fas
tur_588b85ae2797405af06ad014c8bbfb48,@USER @USER NANKÖR VE İHANETKARLAR BİTMEDİKÇE BU TOPLUMDA HİÇBİR ŞEY İYİ OLMAZ,1,1,1,1,1,0,tur
arb_7eb7c91f1f555574bafea37ba35b9589,الشيعة ما عندهم ضمير ولا أخلاق، المهم عندهم يزيدوا عددهم بالعراق ولو بالكذب والغش.,1,1,0,1,1,1,arb
arb_d4a3b4f7b8957e70a2e239851af73edd,الإمارات الصهيونية هي زباله اليهود اللي ما هضوا في أرض العرب، نفس عقلية الصهيونية الخبيثة، كل كارثة تصيب البلدان العربية فـ ظهرها الإمارات كأنها إسرائيل الثانية!,1,1,0,1,1,1,arb
tur_4c4d20c41d9b3abaabd9db59b044bd41,"Türkiye'de her şey gibi tuvalet de paralıdır, Almanya'da ise herkesin hakkı olarak ücretsizdir. Bu farkı göremeyen kör demektir.",1,0,0,1,1,0,tur
arb_862d5b3fa2bac8f73aa8301378c03622,واضح 🤣🤣🤣🤣 دعسناكم دعس بسوريا وخليناكم تهربوا زي الكلاب وانتو والحرس البخشي الإيراني الهالك 😂,1,1,0,1,1,1,arb
ben_ea833e965eb41cee12ebd2efb83c7519,"আমরা মুসলমানরা বিজ্ঞানের কথা শুনলে ভয়ে কাপড় ভিজাই, হামাসের কারণে কোন কল্যাণ হয় নি, শুধু অসংখ্য নিরপরাধ ফিলিস্তিনি মর",0,1,0,0,1,0,ben
tur_b9d739141b5f66c801c250b32688191a,"Bu yeryüzünün en zavallı yaratıkları, kendi evlatlarının geleceğini gasp edip milleti karanlık çukurlara sürüklerken, sokaklarda sevinç naraları atan Suriyelilerden başka kimse yok. Müslümana dönmekle yükümlü olan bu hırsız çetesi asla affa sığınmayacak.",1,0,0,1,1,1,tur
fas_85fed954601f8f263f0c9303e1487686,اصلاح‌طلب‌ها باید نابود بشن و بهشون ترحمی نکنن.,1,0,0,0,1,0,fas
amh_294583bc68c4cacec8d3f5e62bdebc4a,ሰበር ዜና!!! በዛሬው እለት ጁንታው 1 መኪና ሙሉ መሳርያ ጭኖ ከአጉላዕ ወደ መቀሌ በመሄድ እያለ በድንገተኛ ጥቃት ዱቄት ሆናል!!!,1,0,1,1,0,0,amh
khm_f891212721575bab1e612d46ec6d00ce,រដ្ឋមន្ត្រីក្រសួងការបរទេសកម្ពុជាថ្លែងថា កម្ពុជាជាប្រធានអាស៊ានបានផ្ញើលិខិតអញ្ជើញរដ្ឋមន្ត្រីការបរទេសរុស្ស៊ីលោកសៀ,0,0,0,0,0,1,khm
khm_ee08adcc119268d4795d265d727eed17,អូមីក្រុងយើងសម្រួលគ្នាអោយហើយថាយើងមិនគួរជួបគ្នាទេ អ្នកគ្មានអារម្មណ៍អីទេចឹងយល់អីទៅអារម្មណ៍របស់យើង,0,0,0,0,0,1,khm
fas_d01d48f3d1eb1db2737c630876fda880,نه ج.ا اونقدر وحشی هست که اعدام میکنه، لطفا نکنین دارین به حیوانات میگین نیاین بیرون اعدام نمیکنه ، والا میکنه بلا میکنه,0,0,1,0,1,0,fas
arb_5e97df697832abb0d07fd85d525b43a6,تونس دولة كفرانية علمانية تطلب فتح إسلامي جديد من الاباضية وجربة وال Ultra صالحين الي ما يعرفوش معنى التقوى فووووووووووووووو كفرة ملحدين,1,1,0,1,0,1,arb
amh_45dd9c093d4f296963c0b0205406db4e,ነፍጠኛን ቤቱ እየገባህ ጨፍጭፈው የሚል መልክት በDWና tgtv ከOMN ሊንክ አርጎ ሲያስተላልፍ ዝም ያለ ሁላ እኮ ነው አሁን ወንድም የአማራ ህዝብ፣የተከበርክ የአማራ ህዝብ �,1,1,1,0,0,0,amh
khm_69904f5511db23b5cd14fd1a8611139c,ទើបទូលទៅភ័យភិតខ្លាចក្ស័យជីវិតញ័រមាត់ញ័រកប៉ប៉ាប់ចឹងចាំបាច់ណាស់,0,0,0,0,0,1,khm
ben_c70ac945d648989b7dc072338166a498,"কিছু দিন আগে একটা সেলফি নিয়ে যে লাফালাফি করলেন কাকু, এখন আবার বাইডেনের নামে এতো কিছু বলতেছেন? সময় শেষ কাকু, সুষ্ট ভোট",0,0,0,0,1,0,ben
amh_37ceb339e511a9c09acdb1cc5b31c327,እያንዳንዱ ርዝራዥ ነፍጠኛ ግልገል አውሬ ለመሆኑ ማስረጃ በሰላማዊው ህዝብ ላይ ቦንብ እንዲዘንብ ካላቸው ፍላጎት ባሻገር ወጥር፣በለው፣ፍለጠው፣ቁረጠው ማለታቸው �,1,1,1,0,0,0,amh
khm_abb4296ca3b1ed06b673029ee663de95,យុវជនដឹងពីរបៀបយកជំនាញមកប្រើ តែភាគច្រើនគ្មានសមត្ថភាពរស់នៅដោយខ្លួនឯងទេ។,0,0,0,0,1,0,khm
fas_c1a656134e7f74e407475ef78e988910,فردا ممنون این گشت ارشاد میشی صد سال دیگه وقتی که دماغتون زیر خاک شد و هنوز عقل نیومد تو کلتون,0,1,1,0,0,1,fas
khm_b7896ceb8dbf590ac9e49f0f205d3786,ជុំវិញបញ្ហានេះ លោក ហ្សេឡេនស្គី បានលើកឡើងថា ការដណ្តើមយកតំបន់រោងចក្រថាមពលនុយក្លេអ៊ែរ Zaporizhzhia របស់រុស្ស៊ី គឺជ,0,0,1,0,0,0,khm
fas_2557baf9eb1b963031655f477306e95f,فحش، تهدید و ترور مردم بیگناه جزء خیرات روان مهسا امینی تو این چهل روز بود که فرستادن سر پدر دروغگش بالا باشه,0,1,0,0,1,0,fas
tur_b9d739141b5f66c801c250b32688191a,"Bu ülkenin her köşesini kana bulayıp gözyaşlarını hor görerek gece gündüz eğlence yapan Suriyelilere hiçbir insani duygular kalmadı. Onlar insan değil, sadece yıkım getiren bir istiladır.",1,0,0,1,1,1,tur
fas_e50058ce668815604754913f04ce9326,منتظرم گشت ارشاد باز بهم گیر بده، جونم به قیمتت میره ولی می‌خوام ببینمت زیر پای هیکل‌های حیوانی‌تون چقدر خون میریزه,0,1,1,1,1,0,fas
arb_e0d8937160c2376f55f35d41026fa67e,"الجزائر المُدَمَّرة هايذة رايحة على الزوال  
الجزائر هتبقا تابعة للريف المغربي الشرفاوي",1,1,0,1,1,1,arb
fas_ce53b0ffed5e8aa07c78d5094af35e0d,اونایی که گشت ارشاد ماله میکشند همه یه چیز گندیده و مسخره اند، نه تنها از بیرون که از درونم خرابن و کثیف.,0,1,0,1,1,0,fas
amh_e290738d63495c0c2969622a653a4e05,@USER የፈጣሪ ያለህ ይዘገንናል እንዚህ የሃገር አዉሬዎች ሁሉ የሞት ፍርድ ነዉ የሚገባቸው።,1,1,1,0,0,1,amh
amh_f568a61af82ca4d4b32eaf9b4f49f780,@USER ሰይጣን ይበላሃል። እንዲሁም ቤተሰብዎም እንዲሁ ፡፡ ሲጠፉ ይመለከታሉ ከዚያም እራስዎ ይጠፋሉ ፡፡ እሱ የማይናወጥ ሥቃይ ነው ፡፡ አንተ መጥፎ ስም �,0,1,1,0,0,0,amh
amh_d0e09abb3a1422aee1067142dbcaf3f0,#ህወሓቶችን ሰይጣን በእድሜ ብቻ የሚበልጣቸው የተባለው በምክንยาት ነው:: በክፋት እና በጭካኔ ሰይጣንን ራሱን ያስገርሙታልና ! ??,1,1,1,0,0,0,amh
arb_4d88a31e7de0f66db5f623665a6f00b7,إن شاء الله تبدأ النهاية حقيرتكم ودماركم. ولولا خيانة الأنظمة العميلة ما كان هنالك أحد منكم باقي لحد هالوقت.,1,1,0,1,1,1,arb
fas_76311d387c2561e943dccf85567fda57,"این ضدانقلاب‌های موسوم به ""انقلاب اسلامی"" باید همه‌شون رو به حیاط بکشند و اعدام‌شون کنند تا جمهوری واقعی پا بکشه و از این موجودات بی‌ارزش خلاصی بگیریم.",0,1,1,1,1,0,fas
fas_7e8f433df140d0ad95f50f20c89979be,حشره‌ای که با زور چوب و چماق سراسری می‌شه، تهش تو چندتا کیسه زباله جمع می‌شه,0,1,1,1,1,1,fas
khm_e2f15fa27986436a50ea369b63b29eb4,ហេតុអីបានជាប្រជាជនខ្មែរគ្រប់គ្នាភ័យកាចកៗ បន្ទាប់ពីបោះឆ្នោតរួច?,0,0,0,0,1,0,khm
fas_47b8a87946232972e0d468538dd8f0ee,خودتون از ما هم بده‌ترید، تو مجازی مهریه نمی‌خواید و همه مستقل‌ترین‌ها هستید ولی تو واقعیت همتون مهریه بگیرید و هیچی نمی‌تونید خودتونو نگه دارید.,1,0,1,0,0,1,fas
zho_248ef69df851dec277c60f20bf49b4fa,这七条疯狗还搞非法人肉，线下约架，八成是黑社会背景，只要主播一报警，这七堆垃圾分分钟蹲局子,0,1,1,1,0,0,zho
amh_a0e6518aee88ffb387fcf94a077cf4ec,@USER አድርገዉ አንተ ሽንታ ምን ተለስኩለት በአረብኛ??,1,0,1,1,0,0,amh
khm_72184d69c2d2c638dcab5cf012e036d9,ទីបញ្ជាការឥណ្ឌូប៉ាស៊ីហ្វិករបស់អាម៉េរិកនិយាយថា ការបាញ់ប្រាប់នោះគ្មានបញ្ហាអីទេ គ្រាន់តែជាការបង្ហាញថាកូរ៉េខាង,0,0,0,0,0,1,khm
amh_238906989d750d99896fe84a39dd03e8,አይበገሬው አምሓራ ፋኖ በሸዋ ማጀቴ በዉጊያዎቹ የኦነጋውያን ኃይል ድባቅ መትቶ ዐመድ አድርጎታል።,1,1,1,0,0,0,amh
tel_2fef47bd1a00484cac0a2472729cca9e,"మహిళల జీవితంలో సాంకేతికత ఎంత ఎదిగినా పాలకులకు మానవత్వం తెలీదు, వాళ్ళు చావో బతుకో ప్రజలకి పట్�",0,0,1,0,1,0,tel
arb_2618be2ea5b17d4e5c6df07a989644b5,نحن السعوديين طهاره وانتم يا بقايا الاستعمار فاسدون ودنوس إلى الأبد,1,1,1,1,1,1,arb
fas_978cf6402ae9f2a0f877b4b1d80490c2,مثلا بری خونه یکی رو خراب کنی بعد یه گونی سیمان ببری بهش بدی، اینطوری میشه کار خیر شما حشره‌ها.,0,0,1,0,0,1,fas
tur_08b3087beba476edbf8b4c641f2eee1a,"Aranan teröristler listesinde yer alan 1992 doğumlu PKKlı Emrah Karatay, dün polisin gerçekleştirdiği operasyonda silahlı köpek gibi vuruldu. Ağrı leşi :))",0,0,1,0,0,1,tur
amh_6f3269c646f224e4c4bca5ab19b55ef0,@USER ሰይጣን እኮ የታመነለትን አይክድም እነዚህ ግን ምን ሊባሉ እንደሚችሉ ማወቅ ይከብዳል ሰይጣንን በሁሉም ክፋቶች በልጠውታል። በእውነት ከኋላ የወጉት የሰራዊ,0,0,1,1,0,0,amh
khm_67fa02f4c13e8d522c7efe8ffb919f3f,អ្នកមានអារម្មណ៍ថាក្រេវក្រោធចឹងទេ? វាមិនមែនជារឿងធំដល់កំរិតហៅថាក្រេវក្ឰាស់នោះទេ។,0,0,0,0,0,1,khm
tur_09c9a56fea62a287e5b566600c0a0ab1,"Hüdaparlı zulüm partisi Kürtçe afiş asmış; Peşi İnsane - Önce İnsan Eweli Adalete - Öncelik Adalet Türkçe ve Arapça kelimelerle dolu Kürtçe afiş! Kürtçe diye lanet bir dil yok. Bu topraklarda oturan halk kendi aralarında karışık Türkçe-Arapça-Farsça gibi bi şey konuşmuş, sonra adını Kürtçe koymuşlar.",1,0,0,1,0,1,tur
khm_ea6e7e61a767b7e8338cd173bf82d087,អ្នកគ្រាន់តែខ្ជីខ្ជាន់ខិតខំស្វែងរកស្ត្រីដែលល្អគ្រប់យ៉ាងដើម្បីបង្កើតទំនាក់ទំនងស្នេហាឲ្យបានយូរ តែគ្មាននរណាម្នា�,0,0,0,0,0,1,khm
zho_7f58bbfc78b9ee4b1eee951bd902155f,我本来也不想歧视黑人，但是黑人天生就不是人，干的事都跟畜生一样,1,1,1,0,0,0,zho
fas_528fa240050ddfd0b1b2ba0748643de9,دستور کار واقعی اینه که یه مجلس موسسان برگزار کنن تا قانون اساسی فدرال ایران رو بنویسن، ولی همه میدونن این درسته و حرف دیگه ای نداره.,0,0,0,0,0,1,fas
arb_52f25dccc8ab958e90954cc7d7f556e3,حزب الشيطان هذا بعد ما اتخبط من الضربات القوية اللي جاية من إسرائيل ومن داعمينه، معدوم وراح ينقلع من أساسه.,1,1,0,1,1,1,arb
ben_6dd0a8f41a513bd824daaeb8ed4fc09d,তখন কি সুষ্ঠু নির্বাচন হবে যখন পুলিশ লীগ আওয়ামী লীগের হাতে ভোট কেন্দ্র দখল করে রাখবে?,0,1,0,0,0,1,ben
fas_0b7b4409d9da934c736d980e73cf6bcd,چون کمپانی آمریکایی هم هست و قانون کلی امنیت داده‌ها وجود نداره حتما دارن زیرش میرن و کارشونو میکنن,0,0,0,0,0,1,fas
fas_7e8f433df140d0ad95f50f20c89979be,عوامل فاسد که با خشونت و بی‌رحمی قدرت رو به دست میارن، در نهایت فقط یه حثه از بی‌عدالتی و فساد هستن که باید ریشه‌کن بشه.,0,1,1,1,1,1,fas
